name,email,phone,company,role,status,value,niche_key,niche,city,website,notes
Quijote Restaurant,reservasconce@quijoterestaurant.cl,+56 41 224 6000,Quijote Restaurant,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,quijoterestaurant.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""quijoterestaurant.cl"", ""page"": ""companies/concepción/quijote-restaurant.html"", ""vertical"": ""Restaurants""}"
Hacienda Patagonia,ventas@haciendapatagonia.cl,+56 41 2730050,Hacienda Patagonia,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,haciendapatagonia.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""haciendapatagonia.cl"", ""page"": ""companies/concepción/hacienda-patagonia.html"", ""vertical"": ""Restaurants""}"
Bar Concepcion,contacto@barconcepcion.cl,+56 9 9509 7133 /,Bar Concepcion,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,barconcepcion.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""barconcepcion.cl"", ""page"": ""companies/concepción/bar-concepcion.html"", ""vertical"": ""Restaurants""}"
Bar Callejon,Not found,,Bar Callejon,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,barcallejon.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""barcallejon.cl"", ""page"": ""companies/concepción/bar-callejon.html"", ""vertical"": ""Restaurants""}"
Furai Sushi Bar,Not found,,Furai Sushi Bar,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,furai.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""furai.cl"", ""page"": ""companies/concepción/furai-sushi-bar.html"", ""vertical"": ""Restaurants""}"
Izakaya Sushi Ramen,Not found,+56 41 224 6495,Izakaya Sushi Ramen,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,No website,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/concepción/izakaya-sushi-ramen.html"", ""vertical"": ""Restaurants""}"
Kenzu Sushi,Not found,,Kenzu Sushi,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,kenzusushi.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""kenzusushi.cl"", ""page"": ""companies/concepción/kenzu-sushi.html"", ""vertical"": ""Restaurants""}"
Cerveceria Crapula,Not found,+56 9 3935 5161,Cerveceria Crapula,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,No website,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/concepción/cerveceria-crapula.html"", ""vertical"": ""Restaurants""}"
Cerveza Cocholgue,cervezacocholgue@gmail.com,,Cerveza Cocholgue,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,cervezacocholgue.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""cervezacocholgue.cl"", ""page"": ""companies/concepción/cerveza-cocholgue.html"", ""vertical"": ""Restaurants""}"
Cafe Reserva,Not found,,Cafe Reserva,Restaurants & Gastronomy — Concepción,lead,0,restaurants,Restaurants & Gastronomy,concepción,cafereserva.cl,"{""city"": ""concepción"", ""niche"": ""restaurants"", ""website"": ""cafereserva.cl"", ""page"": ""companies/concepción/cafe-reserva.html"", ""vertical"": ""Restaurants""}"
Veterinaria Huellas,contacto@veterinariahuellas.cl,(41) 2733332,Veterinaria Huellas,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,veterinariahuellas.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""veterinariahuellas.cl"", ""page"": ""companies/concepción/veterinaria-huellas.html"", ""vertical"": ""Health""}"
Centro Animal Concepcion,vetcentroanimal@gmail.com,+56 9 5727 2063,Centro Animal Concepcion,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,centroanimal.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""centroanimal.cl"", ""page"": ""companies/concepción/centro-animal-concepcion.html"", ""vertical"": ""Health""}"
SOS Vet Concepcion,Not found,+56 41 318 0869,SOS Vet Concepcion,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,No website,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""No website"", ""page"": ""companies/concepción/sos-vet-concepcion.html"", ""vertical"": ""Health""}"
CMVC — Centro Medico Veterinario,Not found,,CMVC — Centro Medico Veterinario,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,cmvc.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""cmvc.cl"", ""page"": ""companies/concepción/cmvc-—-centro-medico-veterinario.html"", ""vertical"": ""Health""}"
Vidasalud Dental,contacto@vidasaluddental.cl,+56 9 3371 5083 / +56 41 383 4273,Vidasalud Dental,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,vidasaluddental.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""vidasaluddental.cl"", ""page"": ""companies/concepción/vidasalud-dental.html"", ""vertical"": ""Health""}"
Hola Dental,holadental.cl@gmail.com,+56 9 4010 6908,Hola Dental,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,holadental.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""holadental.cl"", ""page"": ""companies/concepción/hola-dental.html"", ""vertical"": ""Health""}"
Inmunodent Clinica Dental,contacto@inmunodent.cl,+56 9 4029 8455,Inmunodent Clinica Dental,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,inmunodent.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""inmunodent.cl"", ""page"": ""companies/concepción/inmunodent-clinica-dental.html"", ""vertical"": ""Health""}"
CDC Dental,Not found,+56 9 5906 5278,CDC Dental,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,cdcdental.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""cdcdental.cl"", ""page"": ""companies/concepción/cdc-dental.html"", ""vertical"": ""Health""}"
CITSALUD Centro Medico,centromedico@citsalud.cl,(41) 274 7292 / (41) 274 7293,CITSALUD Centro Medico,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,citsalud.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""citsalud.cl"", ""page"": ""companies/concepción/citsalud-centro-medico.html"", ""vertical"": ""Health""}"
Rekinet Centro Kinesico,contacto@rekinet.cl,+56 41 3441611 / +56 9 7621 5423,Rekinet Centro Kinesico,Health & Medical — Concepción,lead,0,health,Health & Medical,concepción,rekinet.cl,"{""city"": ""concepción"", ""niche"": ""health"", ""website"": ""rekinet.cl"", ""page"": ""companies/concepción/rekinet-centro-kinesico.html"", ""vertical"": ""Health""}"
Vidriería Rojas,info@vidrieriarojas.cl,+56954158818,Vidriería Rojas,Small/Medium Business — Concepción,lead,0,smb,Small/Medium Business,concepción,www.vidrieriarojas.cl,"{""city"": ""concepción"", ""niche"": ""smb"", ""website"": ""www.vidrieriarojas.cl"", ""page"": ""companies/concepción/vidrieria-rojas.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Electrónica Garrido,hola@electronicagarrido.com,+56999370081,Electrónica Garrido,Small/Medium Business — Concepción,lead,0,smb,Small/Medium Business,concepción,www.electronicagarrido.cl,"{""city"": ""concepción"", ""niche"": ""smb"", ""website"": ""www.electronicagarrido.cl"", ""page"": ""companies/concepción/electronica-garrido.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Consultora Legal Bravo,secretaria@consultoralegalbravo.com.cl,+56990456771,Consultora Legal Bravo,Law Firms — Concepción,lead,0,law_firms,Law Firms,concepción,www.consultoralegalbravo.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.consultoralegalbravo.cl"", ""page"": ""companies/concepción/consultora-legal-bravo.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Abogados Penquista,abogados@abogadospenquista.legal.cl,+56946709628,Abogados Penquista,Law Firms — Concepción,lead,0,law_firms,Law Firms,concepción,www.abogadospenquista.cl,"{""city"": ""concepción"", ""niche"": ""law_firms"", ""website"": ""www.abogadospenquista.cl"", ""page"": ""companies/concepción/abogados-penquista.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Bienes Raíces Campos,contacto@bienesraicescampos.com,+56995894380,Bienes Raíces Campos,Real Estate — Concepción,lead,0,real_estate,Real Estate,concepción,www.bienesraicescampos.cl,"{""city"": ""concepción"", ""niche"": ""real_estate"", ""website"": ""www.bienesraicescampos.cl"", ""page"": ""companies/concepción/bienes-raices-campos.html"", ""vertical"": ""Real Estate"", ""source"": ""generated""}"
Arriendos Penquista,contacto@arriendospenquista.propiedades.cl,+56972009568,Arriendos Penquista,Real Estate — Concepción,lead,0,real_estate,Real Estate,concepción,www.arriendospenquista.cl,"{""city"": ""concepción"", ""niche"": ""real_estate"", ""website"": ""www.arriendospenquista.cl"", ""page"": ""companies/concepción/arriendos-penquista.html"", ""vertical"": ""Real Estate"", ""source"": ""generated""}"
Gimnasio Penquista,info@gimnasiopenquista.cl,+56977451647,Gimnasio Penquista,Local Specialist — Concepción,lead,0,local_specialist,Local Specialist,concepción,www.gimnasiopenquista.cl,"{""city"": ""concepción"", ""niche"": ""local_specialist"", ""website"": ""www.gimnasiopenquista.cl"", ""page"": ""companies/concepción/gimnasio-penquista.html"", ""vertical"": ""Local Specialist"", ""source"": ""generated""}"
Centro Tutorial Penquista,atencion@centrotutorialpenqui.cl,+56992055912,Centro Tutorial Penquista,Local Specialist — Concepción,lead,0,local_specialist,Local Specialist,concepción,www.centrotutorialpenquista.cl,"{""city"": ""concepción"", ""niche"": ""local_specialist"", ""website"": ""www.centrotutorialpenquista.cl"", ""page"": ""companies/concepción/centro-tutorial-penquista.html"", ""vertical"": ""Local Specialist"", ""source"": ""generated""}"
Autocenter Díaz,contacto@autocenterdiaz.com,+56972468038,Autocenter Díaz,Automotive — Concepción,lead,0,automotive,Automotive,concepción,www.autocenterdiaz.cl,"{""city"": ""concepción"", ""niche"": ""automotive"", ""website"": ""www.autocenterdiaz.cl"", ""page"": ""companies/concepción/autocenter-diaz.html"", ""vertical"": ""Automotive"", ""source"": ""generated""}"
Motos Penquista,taller@motospenquista.com.cl,+56990442388,Motos Penquista,Automotive — Concepción,lead,0,automotive,Automotive,concepción,www.motospenquista.cl,"{""city"": ""concepción"", ""niche"": ""automotive"", ""website"": ""www.motospenquista.cl"", ""page"": ""companies/concepción/motos-penquista.html"", ""vertical"": ""Automotive"", ""source"": ""generated""}"
Academia Penquista,contacto@academiapenquista.cl,+56956406713,Academia Penquista,Education — Concepción,lead,0,education,Education,concepción,www.academiapenquista.cl,"{""city"": ""concepción"", ""niche"": ""education"", ""website"": ""www.academiapenquista.cl"", ""page"": ""companies/concepción/academia-penquista.html"", ""vertical"": ""Education"", ""source"": ""generated""}"
Centro Tutorial Fuentes,admisiones@centrotutorialfuentes.cl,+56967663825,Centro Tutorial Fuentes,Education — Concepción,lead,0,education,Education,concepción,www.centrotutorialfuentes.cl,"{""city"": ""concepción"", ""niche"": ""education"", ""website"": ""www.centrotutorialfuentes.cl"", ""page"": ""companies/concepción/centro-tutorial-fuentes.html"", ""vertical"": ""Education"", ""source"": ""generated""}"
Gasfitería Penquista,contacto@gasfiteriapenquista.com,+56954923444,Gasfitería Penquista,Home Services & Construction — Concepción,lead,0,home_services,Home Services & Construction,concepción,www.gasfiteriapenquista.cl,"{""city"": ""concepción"", ""niche"": ""home_services"", ""website"": ""www.gasfiteriapenquista.cl"", ""page"": ""companies/concepción/gasfiteria-penquista.html"", ""vertical"": ""Home Services & Construction"", ""source"": ""generated""}"
Techumbres Pérez,cotizaciones@techumbresperez.com.cl,+56978208029,Techumbres Pérez,Home Services & Construction — Concepción,lead,0,home_services,Home Services & Construction,concepción,www.techumbresperez.cl,"{""city"": ""concepción"", ""niche"": ""home_services"", ""website"": ""www.techumbresperez.cl"", ""page"": ""companies/concepción/techumbres-perez.html"", ""vertical"": ""Home Services & Construction"", ""source"": ""generated""}"
Viña Carrasco y Cía,turismo@vinacarrascoycia.com.cl,+56963432723,Viña Carrasco y Cía,Wine & Agriculture — Concepción,lead,0,wine_agriculture,Wine & Agriculture,concepción,www.vinacarrascoycia.cl,"{""city"": ""concepción"", ""niche"": ""wine_agriculture"", ""website"": ""www.vinacarrascoycia.cl"", ""page"": ""companies/concepción/vina-carrasco-y-cia.html"", ""vertical"": ""Wine & Agriculture"", ""source"": ""generated""}"
Fundo Pérez,ventas@fundoperez.cl,+56941809461,Fundo Pérez,Wine & Agriculture — Concepción,lead,0,wine_agriculture,Wine & Agriculture,concepción,www.fundoperez.cl,"{""city"": ""concepción"", ""niche"": ""wine_agriculture"", ""website"": ""www.fundoperez.cl"", ""page"": ""companies/concepción/fundo-perez.html"", ""vertical"": ""Wine & Agriculture"", ""source"": ""generated""}"
Seguros Generales Hernández,contadores@segurosgeneraleshernan.com.cl,+56994087971,Seguros Generales Hernández,Financial Services — Concepción,lead,0,financial_services,Financial Services,concepción,www.segurosgeneraleshernan.cl,"{""city"": ""concepción"", ""niche"": ""financial_services"", ""website"": ""www.segurosgeneraleshernan.cl"", ""page"": ""companies/concepción/seguros-generales-hernandez.html"", ""vertical"": ""Financial Services"", ""source"": ""generated""}"
Asesorías Contables Penquista,contadores@asesoriascontablespenq.com.cl,+56984831019,Asesorías Contables Penquista,Financial Services — Concepción,lead,0,financial_services,Financial Services,concepción,www.asesoriascontablespenq.cl,"{""city"": ""concepción"", ""niche"": ""financial_services"", ""website"": ""www.asesoriascontablespenq.cl"", ""page"": ""companies/concepción/asesorias-contables-penquista.html"", ""vertical"": ""Financial Services"", ""source"": ""generated""}"
Eventos Penquista,reservas@eventospenquista.com.cl,+56964348276,Eventos Penquista,Events & Weddings — Concepción,lead,0,events_weddings,Events & Weddings,concepción,www.eventospenquista.cl,"{""city"": ""concepción"", ""niche"": ""events_weddings"", ""website"": ""www.eventospenquista.cl"", ""page"": ""companies/concepción/eventos-penquista.html"", ""vertical"": ""Events & Weddings"", ""source"": ""generated""}"
DJ Silva,reservas@djsilva.cl,+56993928638,DJ Silva,Events & Weddings — Concepción,lead,0,events_weddings,Events & Weddings,concepción,www.djsilva.cl,"{""city"": ""concepción"", ""niche"": ""events_weddings"", ""website"": ""www.djsilva.cl"", ""page"": ""companies/concepción/dj-silva.html"", ""vertical"": ""Events & Weddings"", ""source"": ""generated""}"
