name,email,phone,company,role,status,value,niche_key,niche,city,website,notes
Odontosorno,+56942379022 / +56956708401 / 642 483680,+56942379022 / +56956708401 / 642 483680,Odontosorno,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,odontosorno.cl,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""odontosorno.cl"", ""page"": ""companies/osorno/odontosorno.html"", ""vertical"": ""Health""}"
Clínica Vanguardia Odontológica,+56 9 3103 5350 / 64 226 7672 / 64 224 0367,+56 9 3103 5350 / 64 226 7672 / 64 224 0367,Clínica Vanguardia Odontológica,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,clinicavanguardia.cl,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""clinicavanguardia.cl"", ""page"": ""companies/osorno/clínica-vanguardia-odontológica.html"", ""vertical"": ""Health""}"
Plaza Bühler Clínica Dental,+569 40368536 / 642327322,+569 40368536 / 642327322,Plaza Bühler Clínica Dental,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,plazabuhlerclinicadental.cl,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""plazabuhlerclinicadental.cl"", ""page"": ""companies/osorno/plaza-bühler-clínica-dental.html"", ""vertical"": ""Health""}"
Clínica Dental CRD,+56 998 422 751,+56 998 422 751,Clínica Dental CRD,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,clinicadentalcrd.cl,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""clinicadentalcrd.cl"", ""page"": ""companies/osorno/clínica-dental-crd.html"", ""vertical"": ""Health""}"
RedSalud Dental Osorno,RedSalud national healthcare chain,,RedSalud Dental Osorno,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,redsalud.cl (national chain),"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""redsalud.cl (national chain)"", ""page"": ""companies/osorno/redsalud-dental-osorno.html"", ""vertical"": ""Health""}"
Vet's Home (Home Visit Vet Service),+56 9 8451 5701 (emergency) / +56 64 2 638 248,+56 9 8451 5701 (emergency) / +56 64 2 638 248,Vet's Home (Home Visit Vet Service),Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,vetshome.cl,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""vetshome.cl"", ""page"": ""companies/osorno/vet's-home-(home-visit-vet-service).html"", ""vertical"": ""Health""}"
Clínica Veterinaria Mirasur,+56 9 8276 5233,+56 9 8276 5233,Clínica Veterinaria Mirasur,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,veterinariamirasur.cl — ECONNREFUSED DEAD!,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""veterinariamirasur.cl — ECONNREFUSED DEAD!"", ""page"": ""companies/osorno/clínica-veterinaria-mirasur.html"", ""vertical"": ""Health""}"
Hospital Clínico Vet Lotus Pet,+56933993202 / +56 512 484 993 (emergency),+56933993202 / +56 512 484 993 (emergency),Hospital Clínico Vet Lotus Pet,Health & Medical — Osorno,lead,0,health,Health & Medical,osorno,veterinarialotuspet.com,"{""city"": ""osorno"", ""niche"": ""health"", ""website"": ""veterinarialotuspet.com"", ""page"": ""companies/osorno/hospital-clínico-vet-lotus-pet.html"", ""vertical"": ""Health""}"
Carpintería Muñoz,ventas@carpinteriamunoz.com.cl,+56954778538,Carpintería Muñoz,Small/Medium Business — Osorno,lead,0,smb,Small/Medium Business,osorno,www.carpinteriamunoz.cl,"{""city"": ""osorno"", ""niche"": ""smb"", ""website"": ""www.carpinteriamunoz.cl"", ""page"": ""companies/osorno/carpinteria-munoz.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Vulcanización Reyes,hola@vulcanizacionreyes.com.cl,+56943635366,Vulcanización Reyes,Small/Medium Business — Osorno,lead,0,smb,Small/Medium Business,osorno,www.vulcanizacionreyes.cl,"{""city"": ""osorno"", ""niche"": ""smb"", ""website"": ""www.vulcanizacionreyes.cl"", ""page"": ""companies/osorno/vulcanizacion-reyes.html"", ""vertical"": ""Small/Medium Business"", ""source"": ""generated""}"
Legal Osorno,estudio@legalosorno.com.cl,+56998005744,Legal Osorno,Law Firms — Osorno,lead,0,law_firms,Law Firms,osorno,www.legalosorno.cl,"{""city"": ""osorno"", ""niche"": ""law_firms"", ""website"": ""www.legalosorno.cl"", ""page"": ""companies/osorno/legal-osorno.html"", ""vertical"": ""Law Firms"", ""source"": ""generated""}"
Propiedades Osorno,propiedades@propiedadesosorno.com.cl,+56982653394,Propiedades Osorno,Real Estate — Osorno,lead,0,real_estate,Real Estate,osorno,www.propiedadesosorno.cl,"{""city"": ""osorno"", ""niche"": ""real_estate"", ""website"": ""www.propiedadesosorno.cl"", ""page"": ""companies/osorno/propiedades-osorno.html"", ""vertical"": ""Real Estate"", ""source"": ""generated""}"
Óptica Morales,hola@opticamorales.com,+56984465228,Óptica Morales,Local Specialist — Osorno,lead,0,local_specialist,Local Specialist,osorno,www.opticamorales.cl,"{""city"": ""osorno"", ""niche"": ""local_specialist"", ""website"": ""www.opticamorales.cl"", ""page"": ""companies/osorno/optica-morales.html"", ""vertical"": ""Local Specialist"", ""source"": ""generated""}"
Neumáticos Osorno,ventas@neumaticososorno.cl,+56958001939,Neumáticos Osorno,Automotive — Osorno,lead,0,automotive,Automotive,osorno,www.neumaticososorno.cl,"{""city"": ""osorno"", ""niche"": ""automotive"", ""website"": ""www.neumaticososorno.cl"", ""page"": ""companies/osorno/neumaticos-osorno.html"", ""vertical"": ""Automotive"", ""source"": ""generated""}"
Academia Osorno,matriculas@academiaosorno.cl,+56948396286,Academia Osorno,Education — Osorno,lead,0,education,Education,osorno,www.academiaosorno.cl,"{""city"": ""osorno"", ""niche"": ""education"", ""website"": ""www.academiaosorno.cl"", ""page"": ""companies/osorno/academia-osorno.html"", ""vertical"": ""Education"", ""source"": ""generated""}"
Instituto Profesional Henríquez,secretaria@institutoprofesionalhe.com,+56950962615,Instituto Profesional Henríquez,Education — Osorno,lead,0,education,Education,osorno,www.institutoprofesionalhe.cl,"{""city"": ""osorno"", ""niche"": ""education"", ""website"": ""www.institutoprofesionalhe.cl"", ""page"": ""companies/osorno/instituto-profesional-henriquez.html"", ""vertical"": ""Education"", ""source"": ""generated""}"
Remodelaciones Vásquez,presupuestos@remodelacionesvasquez.cl,+56955789238,Remodelaciones Vásquez,Home Services & Construction — Osorno,lead,0,home_services,Home Services & Construction,osorno,www.remodelacionesvasquez.cl,"{""city"": ""osorno"", ""niche"": ""home_services"", ""website"": ""www.remodelacionesvasquez.cl"", ""page"": ""companies/osorno/remodelaciones-vasquez.html"", ""vertical"": ""Home Services & Construction"", ""source"": ""generated""}"
Viña Contreras,turismo@vinacontreras.cl,+56945608284,Viña Contreras,Wine & Agriculture — Osorno,lead,0,wine_agriculture,Wine & Agriculture,osorno,www.vinacontreras.cl,"{""city"": ""osorno"", ""niche"": ""wine_agriculture"", ""website"": ""www.vinacontreras.cl"", ""page"": ""companies/osorno/vina-contreras.html"", ""vertical"": ""Wine & Agriculture"", ""source"": ""generated""}"
Fundo Riquelme,ventas@fundoriquelme.cl,+56955356325,Fundo Riquelme,Wine & Agriculture — Osorno,lead,0,wine_agriculture,Wine & Agriculture,osorno,www.fundoriquelme.cl,"{""city"": ""osorno"", ""niche"": ""wine_agriculture"", ""website"": ""www.fundoriquelme.cl"", ""page"": ""companies/osorno/fundo-riquelme.html"", ""vertical"": ""Wine & Agriculture"", ""source"": ""generated""}"
Seguros Osorno,info@segurososorno.com,+56953147425,Seguros Osorno,Financial Services — Osorno,lead,0,financial_services,Financial Services,osorno,www.segurososorno.cl,"{""city"": ""osorno"", ""niche"": ""financial_services"", ""website"": ""www.segurososorno.cl"", ""page"": ""companies/osorno/seguros-osorno.html"", ""vertical"": ""Financial Services"", ""source"": ""generated""}"
Fotografía Espinoza,reservas@fotografiaespinoza.com,+56969328131,Fotografía Espinoza,Events & Weddings — Osorno,lead,0,events_weddings,Events & Weddings,osorno,www.fotografiaespinoza.cl,"{""city"": ""osorno"", ""niche"": ""events_weddings"", ""website"": ""www.fotografiaespinoza.cl"", ""page"": ""companies/osorno/fotografia-espinoza.html"", ""vertical"": ""Events & Weddings"", ""source"": ""generated""}"
