name,email,phone,company,role,status,value,niche_key,niche,city,website,notes
Aurora Cocina,info@auroracocina.cl,(55) 293 7123,Aurora Cocina,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,auroracocina.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""auroracocina.cl"", ""page"": ""companies/antofagasta/aurora-cocina.html"", ""vertical"": ""Restaurants""}"
Amares Bistro,reservas@amares.cl,55 922376 /,Amares Bistro,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,amares.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""amares.cl"", ""page"": ""companies/antofagasta/amares-bistro.html"", ""vertical"": ""Restaurants""}"
Tio Jacinto,mario.mj@tiojacinto.cl,+56 55 222 8486,Tio Jacinto,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/antofagasta/tio-jacinto.html"", ""vertical"": ""Restaurants""}"
Royal Ranch,Not found,+56 55 226 1349 / +56 9 5625 5923,Royal Ranch,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/antofagasta/royal-ranch.html"", ""vertical"": ""Restaurants""}"
La Maison Antofagasta,Not found,,La Maison Antofagasta,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/antofagasta/la-maison-antofagasta.html"", ""vertical"": ""Restaurants""}"
Piso 28,Not found,+56 9 9212 9988,Piso 28,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,piso28.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""piso28.cl"", ""page"": ""companies/antofagasta/piso-28.html"", ""vertical"": ""Restaurants""}"
Chile Lindo,Not found,+56 9 7234 5673 / +56 9 9619 14551,Chile Lindo,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,chilelindorestaurant.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""chilelindorestaurant.cl"", ""page"": ""companies/antofagasta/chile-lindo.html"", ""vertical"": ""Restaurants""}"
Mu Grill House,Not found,,Mu Grill House,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/antofagasta/mu-grill-house.html"", ""vertical"": ""Restaurants""}"
Don Pollo Don Lomo,info@fresheat.com,+56 9 3225 6091,Don Pollo Don Lomo,Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,donpollodonlomo.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""donpollodonlomo.cl"", ""page"": ""companies/antofagasta/don-pollo-don-lomo.html"", ""vertical"": ""Restaurants""}"
Grupo Amares (Multi-venue),reservas@amares.cl,,Grupo Amares (Multi-venue),Restaurants & Gastronomy — Antofagasta,lead,0,restaurants,Restaurants & Gastronomy,antofagasta,grupoamares.cl,"{""city"": ""antofagasta"", ""niche"": ""restaurants"", ""website"": ""grupoamares.cl"", ""page"": ""companies/antofagasta/grupo-amares-(multi-venue).html"", ""vertical"": ""Restaurants""}"
Planeta Animal Centro Medico Vet,clinica@planetaanimal.cl,(055) 2844561,Planeta Animal Centro Medico Vet,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,planetaanimal.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""planetaanimal.cl"", ""page"": ""companies/antofagasta/planeta-animal-centro-medico-vet.html"", ""vertical"": ""Health""}"
Clinica Vet Centro Norte,Not found,+56 55 237 7980,Clinica Vet Centro Norte,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""No website"", ""page"": ""companies/antofagasta/clinica-vet-centro-norte.html"", ""vertical"": ""Health""}"
Hampivet Clinica Veterinaria,Not found,+56 55 254 3610,Hampivet Clinica Veterinaria,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,hampivet.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""hampivet.cl"", ""page"": ""companies/antofagasta/hampivet-clinica-veterinaria.html"", ""vertical"": ""Health""}"
PetCenter Antofagasta,Not found,,PetCenter Antofagasta,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,petcenterantofagasta.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""petcenterantofagasta.cl"", ""page"": ""companies/antofagasta/petcenter-antofagasta.html"", ""vertical"": ""Health""}"
Puppies Vet,Not found,+56 9 8341 9074,Puppies Vet,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,puppiesvet.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""puppiesvet.cl"", ""page"": ""companies/antofagasta/puppies-vet.html"", ""vertical"": ""Health""}"
Gemavet Clinica Veterinaria,Not found,+56 9 7663 1203,Gemavet Clinica Veterinaria,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,No website,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""No website"", ""page"": ""companies/antofagasta/gemavet-clinica-veterinaria.html"", ""vertical"": ""Health""}"
Clinica Dental Centenario,Not found,+56 55 238 8195,Clinica Dental Centenario,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,clinicacentenario.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""clinicacentenario.cl"", ""page"": ""companies/antofagasta/clinica-dental-centenario.html"", ""vertical"": ""Health""}"
Clinica Dental Sabioncello,administracion@clinicadentalantofagasta.cl,55 2 224192 /,Clinica Dental Sabioncello,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,clinicadentalantofagasta.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""clinicadentalantofagasta.cl"", ""page"": ""companies/antofagasta/clinica-dental-sabioncello.html"", ""vertical"": ""Health""}"
Clinica Odontologica Acacia,Not found,552 251 017,Clinica Odontologica Acacia,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,clinicaacacia.cl,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""clinicaacacia.cl"", ""page"": ""companies/antofagasta/clinica-odontologica-acacia.html"", ""vertical"": ""Health""}"
Clinica Dental Alto Norte,Not found,2954772 /,Clinica Dental Alto Norte,Health & Medical — Antofagasta,lead,0,health,Health & Medical,antofagasta,clinicalachimba.wixsite.com/altonorte,"{""city"": ""antofagasta"", ""niche"": ""health"", ""website"": ""clinicalachimba.wixsite.com/altonorte"", ""page"": ""companies/antofagasta/clinica-dental-alto-norte.html"", ""vertical"": ""Health""}"
1 Hotel Arica (Panamericana),reservas@hotelarica.cl,+56 58 223 6500,1 Hotel Arica (Panamericana),Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,hotelarica.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""hotelarica.cl"", ""page"": ""companies/arica/1-hotel-arica-(panamericana).html"", ""vertical"": ""Tourism""}"
2 Antay Hotel & Spa,arica@antayhoteles.cl,+56 58 223 6300,2 Antay Hotel & Spa,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,antayhoteles.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""antayhoteles.cl"", ""page"": ""companies/arica/2-antay-hotel-&-spa.html"", ""vertical"": ""Tourism""}"
3 Diego de Almagro Arica,reservas@dahoteles.com,600 262 0100,3 Diego de Almagro Arica,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,dahoteles.com,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""dahoteles.com"", ""page"": ""companies/arica/3-diego-de-almagro-arica.html"", ""vertical"": ""Tourism""}"
4 Hotel & Spa Las Taguas,Not found,+56 58 242 5166,4 Hotel & Spa Las Taguas,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,hotelspalastaguas.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""hotelspalastaguas.cl"", ""page"": ""companies/arica/4-hotel-&-spa-las-taguas.html"", ""vertical"": ""Tourism""}"
5 Hotel Savona,reservas@hotelsavona.cl,+56 58 223 1000,5 Hotel Savona,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,hotelsavona.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""hotelsavona.cl"", ""page"": ""companies/arica/5-hotel-savona.html"", ""vertical"": ""Tourism""}"
6 Hotel Gavina Express,reservas@gavinaexpress.cl,+56 58 258 3000,6 Hotel Gavina Express,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,gavina.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""gavina.cl"", ""page"": ""companies/arica/6-hotel-gavina-express.html"", ""vertical"": ""Tourism""}"
7 Hotel Apacheta,reservas@hotelapacheta.com,+56 58 252 0150 / WhatsApp: +56 9 4296 9472,7 Hotel Apacheta,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,hotelapacheta.com,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""hotelapacheta.com"", ""page"": ""companies/arica/7-hotel-apacheta.html"", ""vertical"": ""Tourism""}"
8 Hotel Plaza Colón,adm.plazacolon@gmail.com,+56 58 223 1244,8 Hotel Plaza Colón,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,hotelplazacolonarica.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""hotelplazacolonarica.cl"", ""page"": ""companies/arica/8-hotel-plaza-colón.html"", ""vertical"": ""Tourism""}"
9 Hotel El Paso Park,reservashotel@hotelelpaso.cl,+56 9 9544 4790 / WhatsApp: +56 9 5333 3893,9 Hotel El Paso Park,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,No website,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""No website"", ""page"": ""companies/arica/9-hotel-el-paso-park.html"", ""vertical"": ""Tourism""}"
10 Apart Hotel Paros,reservas@aparthotelparos.cl,+56 58 221 5420,10 Apart Hotel Paros,Tourism & Hospitality — Arica,lead,0,tourism,Tourism & Hospitality,arica,aparthotelparos.cl,"{""city"": ""arica"", ""niche"": ""tourism"", ""website"": ""aparthotelparos.cl"", ""page"": ""companies/arica/10-apart-hotel-paros.html"", ""vertical"": ""Tourism""}"
1 Restaurant Maracuyá,Not found,+56 58 222 7600,1 Restaurant Maracuyá,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,restaurantmaracuya.cl,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""restaurantmaracuya.cl"", ""page"": ""companies/arica/1-restaurant-maracuyá.html"", ""vertical"": ""Restaurants""}"
2 Restaurante Rayú,rayu.gourmet@gmail.com,+56 9 7165 3390,2 Restaurante Rayú,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,rayugourmet.com,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""rayugourmet.com"", ""page"": ""companies/arica/2-restaurante-rayú.html"", ""vertical"": ""Restaurants""}"
3 El Rey del Marisco,reydelmarisco@hotmail.com,+56 58 229 4315,3 El Rey del Marisco,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/3-el-rey-del-marisco.html"", ""vertical"": ""Restaurants""}"
4 Los Aleros de 21,Not found,+56 58 225 4621,4 Los Aleros de 21,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/4-los-aleros-de-21.html"", ""vertical"": ""Restaurants""}"
5 Don Floro,Not found,+56 58 231 481,5 Don Floro,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/5-don-floro.html"", ""vertical"": ""Restaurants""}"
6 El Chalán,Not found,+56 9 6640 0565 / +56 58 231 9601,6 El Chalán,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/6-el-chalán.html"", ""vertical"": ""Restaurants""}"
7 Medina's Restaurante Gourmet,medinas.restaurantearica@gmail.com,+56 9 5305 8462,7 Medina's Restaurante Gourmet,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/7-medina's-restaurante-gourmet.html"", ""vertical"": ""Restaurants""}"
8 La Posta,lapostaarica@gmail.com,+56 9 8127 1954 / +56 58 225 1955,8 La Posta,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,lapostachile.wixsite.com/laposta,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""lapostachile.wixsite.com/laposta"", ""page"": ""companies/arica/8-la-posta.html"", ""vertical"": ""Restaurants""}"
9 Albertina,Not found,+56 9 4247 1125,9 Albertina,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,linktr.ee,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""linktr.ee"", ""page"": ""companies/arica/9-albertina.html"", ""vertical"": ""Restaurants""}"
10 Chayan Mariscos,chayannoel4@gmail.com,+56 9 3581 8612,10 Chayan Mariscos,Restaurants & Gastronomy — Arica,lead,0,restaurants,Restaurants & Gastronomy,arica,No website,"{""city"": ""arica"", ""niche"": ""restaurants"", ""website"": ""No website"", ""page"": ""companies/arica/10-chayan-mariscos.html"", ""vertical"": ""Restaurants""}"
1 Centro Médico Veterinario PETS,drpetsarica@hotmail.com,+56 58 221 0284 / +56 9 8972 0802,1 Centro Médico Veterinario PETS,Health & Medical — Arica,lead,0,health,Health & Medical,arica,petsarica.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""petsarica.cl"", ""page"": ""companies/arica/1-centro-médico-veterinario-pets.html"", ""vertical"": ""Health""}"
2 Clínica Veterinaria Evolución Animal,contacto@evolucionanimal.cl,+56 9 5781 5922 / +56 58 249 1734,2 Clínica Veterinaria Evolución Animal,Health & Medical — Arica,lead,0,health,Health & Medical,arica,evolucionanimal.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""evolucionanimal.cl"", ""page"": ""companies/arica/2-clínica-veterinaria-evolución-animal.html"", ""vertical"": ""Health""}"
3 Clínica Veterinaria San Ignacio,Not found,+56 9 6374 6807,3 Clínica Veterinaria San Ignacio,Health & Medical — Arica,lead,0,health,Health & Medical,arica,Reservio booking,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""Reservio booking"", ""page"": ""companies/arica/3-clínica-veterinaria-san-ignacio.html"", ""vertical"": ""Health""}"
4 Clínica Veterinaria Huellas & Pulsos,Not found,+56 58 222 3412,4 Clínica Veterinaria Huellas & Pulsos,Health & Medical — Arica,lead,0,health,Health & Medical,arica,No website,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""No website"", ""page"": ""companies/arica/4-clínica-veterinaria-huellas-&-pulsos.html"", ""vertical"": ""Health""}"
5 Clínica Dental Sonríe Arica,gerencia@clinicasonriearica.cl,+56 58 231 5975 / +56 9 5090 8158,5 Clínica Dental Sonríe Arica,Health & Medical — Arica,lead,0,health,Health & Medical,arica,clinicasonriearica.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""clinicasonriearica.cl"", ""page"": ""companies/arica/5-clínica-dental-sonríe-arica.html"", ""vertical"": ""Health""}"
6 Centro Odontológico Dr. Daniel Guerrero,clinicadrdanielguerrero@gmail.com,+56 58 252 1751 / +56 9 9719 4188,6 Centro Odontológico Dr. Daniel Guerrero,Health & Medical — Arica,lead,0,health,Health & Medical,arica,odontologiadrguerrero.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""odontologiadrguerrero.cl"", ""page"": ""companies/arica/6-centro-odontológico-dr.-daniel-guerrero.html"", ""vertical"": ""Health""}"
7 Clínica Dental Saucache,clinicasaucache@gmail.com,+56 9 6677 7100,7 Clínica Dental Saucache,Health & Medical — Arica,lead,0,health,Health & Medical,arica,clinicadentalsaucache.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""clinicadentalsaucache.cl"", ""page"": ""companies/arica/7-clínica-dental-saucache.html"", ""vertical"": ""Health""}"
8 ARISA Centro Odontológico,Not on site,+56 9 5235 6068,8 ARISA Centro Odontológico,Health & Medical — Arica,lead,0,health,Health & Medical,arica,clinicaarisa.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""clinicaarisa.cl"", ""page"": ""companies/arica/8-arisa-centro-odontológico.html"", ""vertical"": ""Health""}"
9 Centro Integral de Salud Arica,citas@centrointegalarica.cl,+56 58 223 1617 / +56 58 223 0317,9 Centro Integral de Salud Arica,Health & Medical — Arica,lead,0,health,Health & Medical,arica,centrointegralarica.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""centrointegralarica.cl"", ""page"": ""companies/arica/9-centro-integral-de-salud-arica.html"", ""vertical"": ""Health""}"
10 CEGO Arica (Centro Ecográfico),Not on site (contact form only),+56 58 223 1271,10 CEGO Arica (Centro Ecográfico),Health & Medical — Arica,lead,0,health,Health & Medical,arica,cegoarica.cl,"{""city"": ""arica"", ""niche"": ""health"", ""website"": ""cegoarica.cl"", ""page"": ""companies/arica/10-cego-arica-(centro-ecográfico).html"", ""vertical"": ""Health""}"
Hotel Diego de Almagro Chillán,+56 42 2427100,+56 42 2427100,Hotel Diego de Almagro Chillán,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,dahoteles.com/es/da-chillan,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""dahoteles.com/es/da-chillan"", ""page"": ""companies/chillán/hotel-diego-de-almagro-chillán.html"", ""vertical"": ""Tourism""}"
Gran Hotel Isabel Riquelme,+56 42 2 434404,+56 42 2 434404,Gran Hotel Isabel Riquelme,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,hotelisabelriquelme.cl,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""hotelisabelriquelme.cl"", ""page"": ""companies/chillán/gran-hotel-isabel-riquelme.html"", ""vertical"": ""Tourism""}"
Hotel Las Terrazas Business,+56 42 2 437000,+56 42 2 437000,Hotel Las Terrazas Business,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,business.lasterrazas.cl — SELF-SIGNED SSL CERTIFICATE!,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""business.lasterrazas.cl — SELF-SIGNED SSL CERTIFICATE!"", ""page"": ""companies/chillán/hotel-las-terrazas-business.html"", ""vertical"": ""Tourism""}"
MDS Hotel Chillán,+56 42 225 5000,+56 42 225 5000,MDS Hotel Chillán,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,mdshoteles.com/en/chillan,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""mdshoteles.com/en/chillan"", ""page"": ""companies/chillán/mds-hotel-chillán.html"", ""vertical"": ""Tourism""}"
Hotel Paso Nevado,Libertad 219 (near train/bus station),,Hotel Paso Nevado,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,hotelpasonevado.cl — ECONNREFUSED — SERVER DEAD!,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""hotelpasonevado.cl — ECONNREFUSED — SERVER DEAD!"", ""page"": ""companies/chillán/hotel-paso-nevado.html"", ""vertical"": ""Tourism""}"
Entrerocas Lodge — Las Trancas,+56 9 99699560,+56 9 99699560,Entrerocas Lodge — Las Trancas,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,entrerocas.cl,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""entrerocas.cl"", ""page"": ""companies/chillán/entrerocas-lodge-—-las-trancas.html"", ""vertical"": ""Tourism""}"
Hotel Termas de Chillán,Camino a Termas de Chillán KM 80,,Hotel Termas de Chillán,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,termaschillan.cl — RETURNS 404 NOT FOUND!,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""termaschillan.cl — RETURNS 404 NOT FOUND!"", ""page"": ""companies/chillán/hotel-termas-de-chillán.html"", ""vertical"": ""Tourism""}"
Hotel Floresta,+56 42 2222253,+56 42 2222253,Hotel Floresta,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,NO WEBSITE,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""NO WEBSITE"", ""page"": ""companies/chillán/hotel-floresta.html"", ""vertical"": ""Tourism""}"
Hostal Canadá,+56 42 2234515 / +56 42 2329481,+56 42 2234515 / +56 42 2329481,Hostal Canadá,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,NO WEBSITE,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""NO WEBSITE"", ""page"": ""companies/chillán/hostal-canadá.html"", ""vertical"": ""Tourism""}"
Pewma Apart Hotel / Nogales House,"3-bedroom apartments, garden, BBQ, continental breakfast",,Pewma Apart Hotel / Nogales House,Tourism & Hospitality — Chillán,lead,0,tourism,Tourism & Hospitality,chillán,NO OWN WEBSITE — Booking.com only,"{""city"": ""chillán"", ""niche"": ""tourism"", ""website"": ""NO OWN WEBSITE — Booking.com only"", ""page"": ""companies/chillán/pewma-apart-hotel-/-nogales-house.html"", ""vertical"": ""Tourism""}"
Ficus Restaurante,+56 42 2212176 / 2233522,+56 42 2212176 / 2233522,Ficus Restaurante,Restaurants & Gastronomy — Chillán,lead,0,restaurants,Restaurants & Gastronomy,chillán,ficuschillan.com,"{""city"": ""chillán"", ""niche"": ""restaurants"", ""website"": ""ficuschillan.com"", ""page"": ""companies/chillán/ficus-restaurante.html"", ""vertical"": ""Restaurants""}"
Fuego Divino,+56 42 2430900,+56 42 2430900,Fuego Divino,Restaurants & Gastronomy — Chillán,lead,0,restaurants,Restaurants & Gastronomy,chillán,fuegodivino.cl,"{""city"": ""chillán"", ""niche"": ""restaurants"", ""website"": ""fuegodivino.cl"", ""page"": ""companies/chillán/fuego-divino.html"", ""vertical"": ""Restaurants""}"
Restaurante El Faro,+56 42 224 8409,+56 42 224 8409,Restaurante El Faro,Restaurants & Gastronomy — Chillán,lead,0,restaurants,Restaurants & Gastronomy,chillán,elfarochillan.cl,"{""city"": ""chillán"", ""niche"": ""restaurants"", ""website"": ""elfarochillan.cl"", ""page"": ""companies/chillán/restaurante-el-faro.html"", ""vertical"": ""Restaurants""}"
